cn_id,hateSpeech,counterSpeech,split,cn_keyword,num_cn_keyword,hs_keyword,num_hs_keyword,num_doc_retrieved
ITT1ST0013HS0013CN000306T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,How a peaceful religion could bring back a civilized country in the Middle Ages?,train,"civilized country, Middle Ages, peaceful religion",3,"die of diseases, Middle Age, Islamic, death",4,155413
ITT1ST0013HS0013CN000307T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"If you think about it, maybe the Middle Ages is never past, have you ever read the book of Vacca, 'the next dark age'?",train,"next dark age, book of Vacca, Middle Ages",3,"die of diseases, Middle Age, Islamic, death",4,155357
ITT1ST0013HS0013CN000308T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,What diseases are you talking about? And how could people who believe in a religion lead to starvation? It would be like saying that Catholics will reduce us to thirst or cold.,train,"starvation, religion lead, people, talking, cold",5,"die of diseases, Middle Age, Islamic, death",4,657033
ITT1ST0013HS0013CN000309T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,The level of healthcare response of the Islamic people is similar to ours.,train,"level of healthcare response, islamic people",2,"die of diseases, Middle Age, Islamic, death",4,154431
ITT1ST0013HS0013CN000310T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"I do not understand the correlation between 'suffer from hunger', and religion. I personally know brilliant professionals from many different faiths, including Islam.",train,"many different faiths, correlation, brilliant professionals, Islam, hunger",5,"die of diseases, Middle Age, Islamic, death",4,168834
ITT1ST0013HS0013CN000311T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,But the illnesses have a religious origin? Do we expect their return according to the religion?,train,"religious origin, return according, religion, illnesses",4,"die of diseases, Middle Age, Islamic, death",4,171681
ITT1ST0013HS0013CN000312T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,Are you quite sure about your statement? Did you inform yourself before writing the comment?,train,"comment, statement, writing",3,"die of diseases, Middle Age, Islamic, death",4,373119
ITT1ST0013HS0013CN000313T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,Maybe you have too little trust in the society in which you live. Close contact with different cultures does not necessarily undergo conditioning.,train,"contact with different cultures, little trust, close contact, society, conditioning",5,"die of diseases, Middle Age, Islamic, death",4,205457
ITT1ST0013HS0013CN000314T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Migration has always led to the evolution of society, so it is more likely that they will make us exit from the Middle Ages.",train,"evolution of society, migration, Middle Ages, likely",4,"die of diseases, Middle Age, Islamic, death",4,305762
ITT1ST0013HS0013CN000315T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,Numerous studies have shown that there is no link between the increase in the number of foreign citizens and the supposed return of diseases that seemed outdated.,train,"number of foreign citizens, return of diseases, numerous studies, supposed return, outdated",5,"die of diseases, Middle Age, Islamic, death",4,159443
ITT1ST0013HS0013CN000316T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,Looking in the mirror is useful if you remove the bandage to discover that there is only one race: the human race regardless of religions and ethnicities.,train,"bandage, human race, race, looking, ethnicities",5,"die of diseases, Middle Age, Islamic, death",4,354994
ITT1ST0013HS0013CN000317T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,What do you mean with 'we will suffer from hunger'?,train,hunger,1,"die of diseases, Middle Age, Islamic, death",4,161643
ITT1ST0013HS0013CN000318T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"It does not seem to me that we suffer from hunger. However, as long as other people are starving in Africa, goes all well?",train,"Africa, people, starving, hunger",4,"die of diseases, Middle Age, Islamic, death",4,629587
ITT1ST0013HS0013CN000319T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Hi, do you think that the comparison with a culture and religion different from ours is not a source of enrichment?",train,"source of enrichment, culture, religion",3,"die of diseases, Middle Age, Islamic, death",4,226980
ITT1ST0013HS0013CN000320T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,It does not seem to me that they bring particular diseases.,train,particular diseases,1,"die of diseases, Middle Age, Islamic, death",4,154441
ITT1ST0013HS0013CN000321T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,There is no proven correlation between disease and immigration.,train,"correlation between disease, proven correlation, immigration",3,"die of diseases, Middle Age, Islamic, death",4,0
ITT1ST0013HS0013CN000322T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,Could you show me with precision to what diseases you refer?,train,"diseases, precision",2,"die of diseases, Middle Age, Islamic, death",4,167619
ITT1ST0013HS0013CN000323T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,I do not see how belonging to the Muslim religion can somehow bring damage to others or spread diseases.,train,"damage, muslim religion, spread diseases, belonging",4,"die of diseases, Middle Age, Islamic, death",4,197238
ITT1ST0013HS0013CN000324T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"When you're an immigrant in a country that welcomes you with respect, you're the first to want to demonstrate that you respect the rules that are there, respect is a two-way mutual function.",train,"two-way mutual function, country, rules, immigrant",4,"die of diseases, Middle Age, Islamic, death",4,378883
ITT1ST0013HS0013CN000325T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Many of the current countries with a Muslim majority have been beacons of civilization, just think of the vital contribution made by Arab culture to our development in all sectors, including mathematics, astronomy, literature etc .",train,"beacons of civilization, muslim majority, vital contribution, development, current countries",5,"die of diseases, Middle Age, Islamic, death",4,220961
ITT1ST0013HS0013CN000326T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"Who was Avveroé? Manzoni says this in his romance ""The Betrothed'. Avveroé was a sage, philosopher and also a worthy exponent of the Islamic world when in the West heretics were burned.",train,"sage, romance, Avveroé, islamic world, West heretics",5,"die of diseases, Middle Age, Islamic, death",4,166382
ITT1ST0013HS0013CN000327T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,The Middle Ages is perhaps a mental age from which we must emancipate to appreciate humanity without prejudice.,train,"humanity without prejudice, mental age, Middle Ages",3,"die of diseases, Middle Age, Islamic, death",4,155379
ITT1ST0013HS0013CN000328T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,I think it's fair to argue such a statement with data and reliable information. Far away then from clichés completely unfounded.,train,"statement with data, reliable information, clichés, fair, unfounded",5,"die of diseases, Middle Age, Islamic, death",4,202416
ITT1ST0013HS0013CN000329T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,And based on what do you say it?,train,nan,0,"die of diseases, Middle Age, Islamic, death",4,0
ITT1ST0013HS0013CN000330T1,These Islamic will bring us back to the Middle Age. We will starve to death and die of diseases that disappeared.,"We will suffer from hunger if the economy collapses, certainly not for a religion.",train,"religion, economy, hunger",3,"die of diseases, Middle Age, Islamic, death",4,255883
